player_id,match_id,region,device,ping,score,kills,deaths,match_duration_seconds
P1020,M1106,Europe,iOS,63,1403,7,6,371
P0236,M2602,North America,Android,59,2075,10,4,514
P0302,M2246,Latin America,Android,113,3405,23,9,300
P0752,M2428,Latin America,Android,89,646,2,11,445
P0317,M2295,North America,iOS,95,3033,18,5,483
P0007,M1503,SEA,PC,78,371,0,15,357
P0765,M1855,India,Android,81,1084,5,12,577
P0500,M0958,Latin America,iOS,129,1707,10,13,533
P0913,M0235,India,PC,72,1767,9,5,379
P1131,M2479,Europe,iOS,77,838,3,9,469
P1097,M0542,India,Android,32,2345,12,16,394
P0948,M1927,North America,Android,122,2373,12,8,501
P1044,M1643,Europe,Android,119,2290,14,7,481
P0184,M2533,Europe,Android,94,2430,12,5,448
P0521,M1457,North America,iOS,106,325,2,7,412
P0624,M2752,SEA,PC,20,959,3,9,480
P0354,M0134,India,Android,84,2461,18,2,326
P0107,M1226,Latin America,Android,125,797,3,5,260
P0440,M2784,Europe,PC,38,2988,18,14,451
P0217,M2363,India,iOS,133,2136,15,5,328
P0084,M0965,Europe,iOS,61,1924,9,14,583
P1117,M1007,SEA,Android,89,1837,13,7,269
P0717,M2460,Europe,Android,97,1891,9,2,380
P0984,M1385,SEA,iOS,36,1450,6,7,560
P0688,M2191,North America,Android,153,2616,17,7,491
P0885,M1493,SEA,Android,62,1598,11,12,549
P0721,M1827,Latin America,PC,99,2052,13,13,317
P0473,M0846,Europe,Android,39,2269,13,12,465
P0132,M1488,Europe,Android,45,746,5,12,396
P0654,M0150,North America,Android,20,2525,18,14,288
P0828,M1566,Latin America,iOS,65,3018,20,0,350
P0056,M0976,North America,iOS,20,2024,15,10,311
P0866,M0910,India,iOS,145,1705,12,7,403
P0055,M1486,North America,Android,77,527,3,9,448
P0154,M2955,North America,iOS,96,1773,11,0,424
P0763,M0776,SEA,Android,45,2305,17,4,449
P0653,M2887,SEA,Android,22,3019,18,8,384
P0284,M2235,Latin America,Android,121,547,3,8,428
P1157,M2978,North America,Android,67,0,0,15,217
P1175,M2477,Latin America,iOS,94,1607,10,4,387
P0920,M2728,India,Android,93,702,3,10,512
P1078,M1481,India,Android,141,3182,18,13,612
P0205,M2486,India,Android,62,1900,13,14,374
P0244,M2700,SEA,Android,68,1999,12,4,694
P0207,M2143,SEA,PC,102,3234,21,4,382
P0123,M1864,Europe,Android,132,1440,6,12,504
P0275,M2975,SEA,Android,64,1737,12,13,207
P0220,M0239,SEA,PC,145,947,5,6,365
P0873,M2802,Europe,Android,86,68,0,0,372
P0939,M1396,North America,PC,78,1288,8,13,310
P1094,M1714,India,PC,32,1163,5,10,432
P0172,M0848,India,iOS,49,2271,12,6,486
P1050,M1803,Europe,Android,57,650,5,9,414
P0964,M1645,Europe,Android,83,1763,9,10,375
P0018,M1731,SEA,PC,44,1380,8,6,338
P0818,M2180,Europe,Android,65,2029,12,13,276
P0185,M1341,Europe,iOS,96,1560,8,2,427
P0047,M2312,North America,Android,123,2910,17,4,370
P0027,M0524,SEA,Android,42,1455,7,13,349
P0898,M1544,North America,PC,67,2284,11,7,608
P0151,M0634,North America,iOS,99,2901,19,4,503
P0763,M1986,Europe,iOS,20,315,0,1,376
P1074,M1938,SEA,Android,69,722,3,9,593
P0520,M2927,India,Android,78,2438,16,0,344
P0291,M1322,Europe,PC,85,3593,22,0,307
P0231,M1667,India,iOS,37,769,4,6,436
P0476,M0897,North America,Android,96,1336,10,17,454
P0396,M0752,North America,iOS,20,2001,11,4,406
P0458,M2920,North America,Android,122,2240,9,14,401
P0996,M1863,Europe,Android,23,729,2,7,345
P0346,M2925,Europe,iOS,20,276,1,19,533
P0147,M1915,North America,Android,68,1551,8,3,414
P0514,M2840,North America,iOS,98,1086,8,1,284
P0497,M0637,Europe,iOS,55,766,3,11,416
P0830,M0559,North America,Android,47,2164,12,7,330
P0631,M2799,North America,Android,75,1643,9,4,450
P0980,M1533,India,iOS,105,1006,5,2,425
P0001,M1917,Latin America,iOS,30,16,0,11,470
P0254,M0266,Latin America,PC,60,2108,12,0,476
P1075,M2095,Europe,Android,65,231,0,8,489
P0083,M0062,SEA,iOS,53,1144,6,5,403
P0545,M1876,Europe,iOS,44,2165,12,6,547
P0028,M1963,SEA,iOS,183,1101,6,6,450
P0731,M0221,North America,Android,105,3175,18,4,480
P0240,M1584,North America,Android,149,2053,12,4,490
P0252,M1454,India,Android,105,2105,11,8,463
P1178,M1176,India,PC,113,1157,8,21,414
P0286,M2085,Europe,Android,110,816,5,7,343
P0039,M0504,North America,PC,26,1652,8,0,275
P0324,M2847,Europe,iOS,72,3289,22,2,298
P1199,M1714,North America,iOS,106,1034,5,6,456
P1074,M2590,SEA,Android,46,594,3,1,419
P0361,M0489,Europe,PC,66,2065,14,4,341
P0763,M1083,North America,Android,98,935,3,1,305
P0967,M2612,India,PC,123,2387,12,6,349
P0298,M2101,SEA,Android,89,1450,7,16,467
P1086,M0017,North America,PC,22,1442,8,0,567
P0809,M0175,Europe,Android,66,864,5,6,510
P0732,M0346,Latin America,Android,98,1485,9,8,371
P0518,M1838,North America,Android,83,1866,14,7,326
P0765,M0259,North America,Android,53,2309,16,2,568
P1090,M2414,India,Android,118,1525,8,7,494
P0471,M0529,India,iOS,83,1436,7,0,396
P0551,M1151,Europe,iOS,113,1958,12,11,390
P0742,M0400,Latin America,PC,20,1593,11,0,311
P1031,M0230,India,PC,58,3599,24,10,471
P1168,M0750,Europe,iOS,63,2491,16,0,498
P0549,M2333,India,Android,75,1161,7,10,382
P0445,M1982,India,iOS,70,2466,17,8,405
P0742,M0711,India,Android,63,2384,15,0,400
P1132,M0175,SEA,Android,42,1223,7,14,543
P0603,M2071,India,Android,97,2607,16,7,428
P0406,M2900,India,Android,64,1646,7,7,417
P0841,M1601,SEA,Android,105,2684,15,8,472
P0829,M2129,North America,PC,134,774,2,11,406
P0558,M1785,India,Android,87,394,1,9,438
P0465,M1136,India,Android,145,652,0,8,494
P1129,M1977,Europe,iOS,61,2013,13,7,420
P0849,M0175,SEA,Android,40,1321,6,10,391
P0426,M1073,North America,PC,104,3193,19,16,463
P0720,M2598,North America,iOS,84,1377,7,14,487
P0803,M2693,Europe,PC,118,1198,5,12,441
P0415,M0607,North America,iOS,105,3007,17,5,651
P1004,M2577,India,iOS,20,1592,10,13,412
P0351,M1239,India,PC,164,2372,13,13,514
P0186,M2915,Europe,Android,129,1567,9,16,496
P0090,M0615,North America,Android,68,1906,12,6,440
P0965,M0688,North America,iOS,76,1800,13,12,402
P0240,M1647,India,PC,20,187,0,12,354
P0254,M0403,SEA,Android,81,821,4,8,606
P0678,M0031,SEA,iOS,119,1659,7,12,380
P0699,M1010,Europe,Android,95,409,0,3,492
P0826,M0036,Latin America,iOS,140,511,2,16,471
P0670,M1005,India,Android,37,1449,8,13,173
P0875,M0496,SEA,iOS,98,2369,16,13,269
P0460,M0472,SEA,PC,72,366,0,0,469
P0111,M0485,Latin America,Android,100,2100,11,8,432
P1125,M0854,SEA,PC,80,1606,9,7,277
P0251,M1951,Europe,iOS,28,2009,12,0,312
P0845,M1568,Europe,Android,84,601,5,0,288
P0394,M1285,Latin America,iOS,33,1381,8,2,419
P0537,M0519,India,Android,66,409,1,7,665
P0545,M0211,Europe,PC,66,1186,7,0,404
P0669,M2721,SEA,PC,106,193,0,10,399
P0738,M2141,Europe,Android,99,1915,12,6,418
P1073,M2488,India,iOS,20,1110,5,9,456
P0364,M1981,India,PC,37,439,0,14,429
P1104,M2420,Europe,Android,20,2068,14,0,380
P0525,M0893,SEA,PC,25,1299,6,6,438
P0531,M0937,India,Android,82,1574,10,9,360
P0141,M2850,India,Android,88,2741,19,5,416
P0317,M0631,North America,iOS,36,920,1,7,641
P1062,M0414,Europe,PC,22,1850,12,10,439
P0941,M2692,India,Android,110,3528,21,3,570
P1087,M2233,India,iOS,70,1878,10,0,420
P0556,M2479,North America,Android,99,2015,14,7,416
P0882,M2060,India,iOS,120,1551,9,0,442
P0338,M0148,India,Android,102,2989,16,0,483
P0815,M0357,SEA,iOS,76,1684,8,11,420
P0061,M2427,Europe,iOS,74,2783,16,14,392
P0507,M0617,India,Android,35,832,5,7,409
P0334,M1686,Europe,Android,105,2573,15,11,496
P0993,M2122,North America,iOS,77,2598,14,4,377
P1080,M2288,SEA,Android,109,2404,15,0,434
P0432,M0011,India,Android,94,2158,14,12,284
P0751,M2792,North America,PC,71,2422,15,2,435
P0298,M1232,SEA,PC,55,954,6,6,519
P0949,M1273,SEA,Android,43,3142,22,4,464
P0356,M1063,India,Android,67,3521,19,10,520
P0280,M2532,SEA,PC,38,2080,13,7,359
P0634,M0378,SEA,iOS,92,652,2,3,353
P0330,M1749,Latin America,Android,45,666,4,11,309
P0163,M1524,India,iOS,20,1813,12,0,430
P0300,M2137,North America,Android,84,716,0,6,430
P1048,M0672,Europe,Android,75,89,0,3,414
P0911,M1164,North America,iOS,60,3204,16,6,426
P0046,M0931,North America,iOS,32,1807,11,0,282
P0562,M1634,Europe,Android,54,1363,9,4,333
P0278,M1415,Europe,iOS,108,637,3,6,453
P0635,M0232,India,iOS,77,2880,17,14,474
P0659,M0335,India,iOS,88,822,3,7,454
P0550,M2045,Europe,Android,171,1680,10,5,384
P0854,M0430,India,iOS,116,2420,14,11,501
P0235,M0163,SEA,PC,20,958,4,4,491
P0020,M0630,India,iOS,67,1272,7,6,342
P0196,M0390,Europe,Android,63,2497,16,0,358
P1163,M0515,India,Android,62,2345,16,9,411
P0506,M1278,Europe,Android,95,1246,7,21,419
P0283,M2738,Latin America,Android,116,1341,9,3,372
P0833,M0108,North America,Android,74,1387,8,16,355
P0349,M0593,SEA,iOS,20,1918,11,5,449
P0848,M1985,India,iOS,95,844,4,7,420
P0826,M0766,India,iOS,115,3050,18,8,441
P0537,M1301,India,PC,72,2157,13,11,516
P1054,M1905,India,Android,103,1319,10,7,232
P0788,M1316,Latin America,PC,149,2203,13,9,500
P0848,M0157,India,iOS,70,1733,9,0,465
P0641,M2346,Europe,iOS,119,1265,7,5,470
P0415,M1960,Europe,PC,49,231,0,13,360
P0869,M2886,Europe,Android,66,2678,17,10,432
P0297,M0472,SEA,iOS,40,1795,11,10,399
P0976,M0481,North America,Android,107,501,1,5,520
P0812,M2774,India,PC,119,1589,9,4,458
P1102,M2414,North America,Android,67,2307,14,10,426
P1007,M0524,North America,Android,74,2499,17,6,325
P0787,M2454,Europe,iOS,94,1664,10,5,487
P0488,M1528,SEA,Android,55,2941,19,0,381
P0728,M0190,North America,iOS,61,714,5,0,431
P0090,M0213,North America,iOS,51,2204,16,16,412
P0940,M2847,North America,Android,79,2180,10,7,554
P0271,M0906,Europe,PC,45,3584,23,11,371
P1184,M1490,Europe,Android,56,3162,21,17,375
P0943,M2969,Europe,iOS,55,2613,15,7,483
P0864,M2094,North America,iOS,42,1460,10,11,450
P0391,M0796,India,iOS,90,2910,17,8,390
P1037,M2093,North America,iOS,68,1345,9,0,515
P0511,M0670,Europe,Android,44,504,3,13,369
P1054,M0879,North America,PC,56,2873,16,8,515
P0808,M1496,North America,PC,140,991,4,5,369
P0842,M1441,Latin America,PC,54,1022,5,11,436
P0600,M1409,Europe,PC,62,1786,11,6,354
P0870,M0544,Europe,PC,96,2326,12,5,526
P0548,M1493,India,iOS,98,1688,9,6,443
P0005,M0521,India,Android,113,499,2,16,393
P0391,M2331,North America,iOS,119,879,4,16,356
P0477,M1084,SEA,iOS,62,890,3,7,423
P1014,M2318,Europe,iOS,70,1919,13,6,273
P1198,M2043,India,iOS,97,2693,17,12,507
P0728,M0556,Europe,Android,116,1378,10,9,258
P0698,M2402,North America,Android,29,1848,12,11,334
P0929,M2656,SEA,iOS,130,3149,20,0,387
P0858,M2213,India,Android,98,1821,11,1,365
P0174,M0440,Europe,Android,99,627,3,1,478
P0487,M1650,Europe,Android,25,2425,15,5,346
P0869,M0905,North America,Android,140,369,0,5,485
P1172,M2871,India,Android,64,985,7,8,362
P1114,M1833,SEA,iOS,133,2066,13,11,429
P1134,M1035,North America,Android,97,1047,8,8,338
P0014,M0644,Latin America,iOS,101,1925,11,7,356
P0161,M1820,North America,PC,128,1779,9,12,390
P0640,M1173,North America,Android,103,2855,18,6,281
P0249,M2085,Latin America,iOS,112,1426,6,7,443
P0061,M0698,SEA,Android,28,714,2,13,407
P0088,M1563,North America,Android,129,889,3,16,360
P0242,M2050,Latin America,Android,58,1964,11,14,433
P0824,M1209,SEA,Android,128,1551,7,6,486
P0316,M2131,Europe,iOS,20,2101,11,1,444
P0943,M2408,India,iOS,63,3122,21,13,383
P0458,M1673,Latin America,PC,77,1810,10,10,262
P1048,M1167,India,iOS,104,1773,10,11,578
P1168,M1423,SEA,PC,133,2832,17,4,371
P0046,M1150,Latin America,Android,46,2190,14,17,429
P0216,M1476,Latin America,Android,77,423,0,4,377
P0619,M1540,Latin America,iOS,96,2297,13,8,447
P0514,M1824,India,iOS,64,1944,12,3,512
P0409,M0453,India,iOS,161,247,0,0,329
P0936,M2145,Europe,Android,73,486,2,2,302
P0195,M2727,North America,Android,102,471,3,1,422
P0704,M1942,SEA,PC,118,3062,19,5,320
P0282,M1713,Europe,Android,62,2148,12,1,429
P0962,M2303,India,iOS,78,2491,13,11,447
P0514,M0790,Latin America,iOS,97,1699,12,6,313
P0484,M2543,Latin America,Android,83,1095,7,17,217
P0798,M1346,SEA,Android,47,3217,21,1,425
P1101,M2217,India,Android,35,1057,6,5,375
P0667,M0843,India,Android,155,1871,11,5,432
P0484,M0352,North America,Android,149,2567,16,6,335
P0815,M2259,Europe,iOS,59,2817,16,3,372
P0602,M1771,North America,iOS,107,219,0,6,385
P0356,M0156,Europe,Android,40,2710,18,3,401
P1089,M2602,India,iOS,70,2660,16,19,522
P0810,M0321,SEA,iOS,84,854,3,9,472
P0101,M1651,Europe,Android,20,2369,14,0,331
P1162,M2370,India,Android,135,303,0,6,487
P0620,M2718,SEA,Android,71,2359,14,3,544
P0504,M2048,India,Android,157,1450,7,7,531
P0888,M2252,India,Android,111,1691,10,4,399
P0220,M2158,India,PC,20,2501,16,8,354
P0504,M2363,India,iOS,122,2602,16,1,465
P0997,M2104,Latin America,iOS,102,1842,8,3,441
P0384,M1193,Latin America,iOS,28,1884,12,11,433
P0365,M1943,Europe,Android,159,1606,12,17,379
P1020,M2004,India,Android,82,1428,10,7,499
P0301,M1848,North America,Android,81,1274,6,15,510
P0559,M1570,North America,Android,109,794,1,16,405
P0125,M0880,North America,iOS,132,1385,5,0,575
P0652,M2221,Europe,Android,75,477,0,8,424
P0420,M1935,North America,iOS,45,3468,21,7,567
P0108,M2341,India,Android,151,2529,13,10,457
P0066,M0809,Europe,PC,49,1890,11,11,369
P0773,M2051,India,Android,59,1879,12,12,445
P1079,M1059,India,Android,80,2800,16,13,405
P0814,M0232,North America,Android,131,3121,18,5,383
P0332,M1084,India,iOS,36,1227,5,15,629
P0351,M1926,Europe,PC,74,2361,15,9,444
P1181,M2626,India,Android,119,540,1,5,441
P1120,M0667,SEA,Android,77,325,1,10,481
P0607,M2579,India,Android,117,1637,6,3,452
P1112,M2869,SEA,Android,86,2476,11,0,543
P1193,M0653,Europe,Android,130,1435,7,1,479
P0183,M0172,SEA,PC,24,1286,7,6,383
P0882,M0473,Europe,PC,74,3549,21,15,512
P0158,M0919,Europe,PC,124,2381,13,7,485
P0880,M1302,India,PC,30,1096,5,9,351
P0069,M0863,Europe,Android,93,1508,8,4,454
P0838,M2118,India,Android,33,215,0,0,359
P0629,M2039,North America,iOS,74,3337,22,10,397
P0359,M0518,Europe,Android,63,158,1,8,359
P0239,M0227,North America,iOS,65,135,0,8,451
P1185,M2165,India,iOS,71,815,4,13,675
P0310,M0223,North America,Android,108,2634,16,5,395
P0573,M1011,India,iOS,49,2848,18,6,470
P0494,M0843,India,iOS,95,2008,13,5,412
P0935,M1102,India,iOS,78,2601,17,5,400
P0121,M1478,SEA,iOS,82,1070,7,2,386
P0379,M1197,SEA,Android,156,2628,15,9,481
P0833,M2394,North America,iOS,68,3121,20,3,560
P0092,M2864,North America,Android,96,1993,11,10,593
P0480,M2085,SEA,Android,60,1257,8,6,238
P1196,M1411,Europe,PC,63,410,1,8,395
P0367,M2992,Europe,Android,98,1284,5,6,425
P0668,M1709,SEA,Android,62,1595,8,6,277
P0277,M2171,North America,iOS,20,1978,14,0,409
P0623,M1497,India,iOS,130,1084,5,5,491
P0768,M1090,Europe,iOS,45,1532,8,6,526
P0522,M1729,India,iOS,24,3286,18,0,463
P0357,M2546,Europe,Android,119,1209,8,4,438
P0193,M1326,Europe,PC,60,379,2,10,208
P0820,M1003,India,iOS,75,955,6,8,460
P1122,M2597,Latin America,iOS,141,551,0,1,610
P0384,M2703,Europe,Android,23,1860,10,4,379
P0194,M2546,India,Android,89,758,4,13,288
P0956,M0276,India,Android,68,1855,12,9,427
P1088,M1011,India,Android,102,805,4,13,572
P0033,M2466,SEA,Android,83,842,6,10,262
P0253,M0686,India,iOS,47,1052,6,2,413
P0453,M2183,India,Android,132,890,6,12,243
P0408,M1017,North America,Android,51,754,1,3,456
P1061,M1004,Europe,Android,83,1142,6,3,309
P0202,M2163,Europe,iOS,68,758,3,13,434
P0491,M2330,India,Android,92,2182,16,8,335
P1136,M1356,North America,PC,135,439,0,3,499
P0495,M1968,India,iOS,104,1622,11,10,311
P1078,M1592,North America,PC,123,1342,7,13,446
P0873,M1280,Europe,Android,128,1885,12,0,483
P0747,M1054,North America,PC,49,716,0,5,361
P0037,M1644,Europe,Android,47,1289,6,15,400
P0141,M0543,North America,Android,20,0,0,2,296
P0233,M2140,Europe,Android,71,1684,8,7,555
P0190,M0458,SEA,iOS,52,2708,15,2,641
P0914,M2013,Latin America,Android,93,2643,15,10,447
P1084,M0445,Latin America,Android,79,1995,9,7,501
P0243,M1520,SEA,iOS,107,2343,12,7,354
P0032,M2845,India,iOS,82,1256,6,8,524
P0762,M0967,North America,Android,52,1852,9,5,522
P1170,M2211,SEA,Android,60,1431,7,8,450
P1106,M2220,Europe,iOS,132,1708,10,2,570
P1029,M1399,Latin America,PC,105,2358,13,9,517
P1154,M1360,North America,Android,33,1325,8,10,403
P0801,M0545,India,Android,71,1361,6,14,421
P0725,M2583,Europe,PC,78,1914,10,9,435
P0755,M1604,SEA,iOS,80,1788,11,10,397
P0392,M0755,SEA,PC,20,3167,20,11,288
P0959,M1596,Latin America,PC,98,2846,16,13,479
P0891,M2353,India,Android,83,537,2,12,323
P0610,M1131,North America,Android,100,232,1,5,370
P0692,M2848,SEA,Android,118,1054,4,10,568
P0154,M0461,Europe,iOS,33,1702,10,8,385
P0613,M0304,SEA,iOS,56,1075,8,2,395
P0035,M1215,Europe,PC,105,2159,15,7,513
P0663,M2384,Europe,PC,80,392,0,2,354
P1062,M0573,SEA,Android,53,1961,13,5,320
P0706,M0420,Europe,PC,66,1475,9,2,434
P0446,M0720,India,Android,71,1414,8,13,427
P0907,M2564,SEA,Android,50,1630,9,8,409
P0054,M1467,India,iOS,60,1548,10,0,318
P1047,M1555,SEA,iOS,54,2637,13,13,535
P0216,M0222,SEA,Android,41,1808,8,5,437
P0518,M0537,SEA,Android,77,1060,6,10,353
P0601,M2571,SEA,Android,20,1605,6,4,459
P1105,M1554,SEA,Android,68,353,4,8,368
P0099,M2291,SEA,PC,125,1413,8,5,372
P0381,M2996,Latin America,iOS,85,2162,11,15,557
P0800,M1969,Europe,PC,79,23,0,8,296
P0514,M2310,India,Android,73,1429,9,10,491
P0409,M0209,North America,PC,75,593,4,4,376
P0733,M1618,North America,iOS,50,2459,16,4,402
P0243,M1075,Latin America,Android,102,2404,17,14,424
P0139,M0976,SEA,Android,59,2581,18,10,281
P0614,M1096,India,iOS,69,2215,14,14,313
P0595,M2705,North America,Android,87,1427,8,9,367
P0133,M0219,Europe,iOS,86,2065,7,9,624
P0747,M1162,India,PC,30,1914,12,5,327
P0229,M1826,Europe,iOS,96,1441,6,9,520
P0831,M2203,India,iOS,32,1625,9,0,393
P0738,M1174,North America,Android,64,1310,5,15,505
P1043,M0250,North America,iOS,88,2500,17,4,361
P0872,M1441,North America,PC,93,1418,10,9,429
P1135,M1165,India,Android,69,2625,16,6,403
P0197,M2460,Europe,iOS,30,2276,15,15,581
P0038,M0068,Europe,Android,117,2736,16,18,288
P0753,M0830,Europe,iOS,121,1691,7,5,588
P0489,M1318,North America,Android,83,2812,16,3,425
P0672,M1871,SEA,Android,71,1319,7,0,465
P0687,M0257,SEA,Android,77,1784,11,8,392
P0673,M2558,North America,iOS,164,1795,11,9,347
P0581,M0995,India,iOS,60,744,4,11,386
P0919,M1285,SEA,PC,106,2730,15,8,382
P0724,M0200,India,Android,57,1614,9,15,425
P0725,M0517,India,PC,85,1199,8,10,453
P0537,M2022,India,iOS,52,379,1,14,372
P0566,M1585,SEA,Android,94,1818,10,9,421
P0919,M2112,India,Android,112,1943,14,0,408
P0465,M2164,India,iOS,41,1184,8,9,388
P1105,M0835,India,iOS,75,1439,7,5,483
P0976,M0122,Latin America,PC,86,1451,10,1,395
P0132,M2819,SEA,iOS,72,2606,16,8,369
P0591,M2999,India,Android,40,2010,12,0,409
P0859,M2005,SEA,Android,178,2030,12,12,505
P0014,M1450,Europe,Android,135,1663,12,11,480
P0456,M1243,India,Android,92,1270,6,10,440
P0884,M1683,India,iOS,83,2227,15,8,459
P0858,M2178,Europe,Android,73,554,0,8,442
P1134,M0459,India,PC,119,2466,17,7,328
P0466,M0645,SEA,PC,95,1076,5,0,591
P0008,M0516,Europe,PC,56,848,4,16,435
P0313,M2698,India,Android,23,2040,14,6,401
P0362,M2340,India,iOS,83,1842,12,14,382
P0439,M0563,Europe,iOS,99,632,2,8,416
P0589,M0216,SEA,Android,63,2958,17,2,586
P0353,M1189,Latin America,iOS,87,2367,14,9,392
P0114,M2343,Latin America,PC,83,3163,20,8,426
P0688,M0536,India,Android,100,1597,9,4,379
P0270,M2667,Latin America,Android,116,637,4,11,429
P0089,M1512,India,Android,63,1137,6,4,387
P0959,M0678,SEA,Android,84,461,3,11,361
P0533,M2509,Europe,iOS,76,1551,10,9,370
P0111,M2424,SEA,Android,37,596,3,9,343
P0333,M0742,India,iOS,101,2371,13,6,302
P0456,M1960,Europe,PC,108,2479,17,10,317
P0858,M1753,Europe,Android,81,1720,10,0,385
P0749,M1463,North America,iOS,47,1389,8,7,523
P1093,M2208,India,Android,78,967,5,5,429
P0391,M2563,Europe,Android,20,1796,10,4,505
P1159,M1539,SEA,Android,47,1497,7,12,359
P0338,M1998,India,iOS,127,1639,10,10,431
P0263,M1126,SEA,Android,53,1286,7,12,518
P0227,M0969,Europe,Android,92,823,4,7,448
P0485,M0245,SEA,iOS,91,1579,10,7,421
P1109,M0248,SEA,iOS,124,1108,8,14,427
P0790,M1051,India,Android,91,2624,17,17,346
P1137,M1887,India,iOS,144,1002,5,0,450
P1183,M0480,India,iOS,111,1605,10,0,418
P0485,M1513,North America,iOS,139,1502,7,16,595
P0937,M2870,SEA,iOS,56,2983,17,9,431
P0008,M0613,North America,iOS,129,824,4,13,405
P1157,M0380,North America,Android,111,2025,12,17,354
P0729,M2166,North America,iOS,73,2395,14,1,463
P0994,M0845,North America,Android,111,1831,14,0,308
P0829,M0029,North America,iOS,90,283,2,6,309
P0590,M1246,North America,Android,88,2091,12,6,450
P0424,M0311,Europe,Android,106,449,2,6,465
P0245,M2859,SEA,iOS,105,1057,4,12,369
P0244,M1250,North America,Android,100,1760,11,5,368
P0495,M0282,Europe,Android,70,148,0,11,363
P0137,M0358,SEA,iOS,103,1548,7,8,385
P0287,M2801,India,iOS,73,1464,9,9,412
P0554,M2156,Europe,iOS,130,696,3,0,415
P0291,M0762,Europe,Android,85,1815,10,4,455
P1051,M2199,SEA,Android,37,1065,4,7,401
P1121,M0375,North America,iOS,133,1730,11,5,365
P0771,M2581,North America,PC,85,524,2,1,474
P1052,M0513,India,iOS,45,1229,8,17,355
P0193,M1020,Latin America,Android,173,1329,7,4,348
P1077,M0894,SEA,Android,122,2126,14,11,312
P0670,M0385,India,Android,62,1065,4,7,405
P0320,M1407,India,Android,35,837,2,6,445
P0767,M1753,Europe,iOS,85,1867,12,9,366
P0292,M1962,India,iOS,100,2666,15,8,418
P0313,M1910,Latin America,iOS,98,1714,8,8,302
P0266,M2762,Latin America,Android,105,1487,8,10,484
P0650,M1113,Latin America,PC,88,1474,8,7,483
P0630,M1971,North America,PC,95,3387,20,8,446
P0168,M0149,India,Android,20,2022,12,12,417
P1125,M1700,SEA,PC,56,1107,7,5,330
P0607,M0126,Europe,iOS,56,1489,7,8,509
P1017,M2356,Europe,iOS,82,345,2,6,425
P0109,M0796,Europe,Android,94,1866,11,1,453
P0484,M1088,SEA,iOS,128,1768,8,13,490
P0365,M0956,North America,PC,109,2386,14,14,589
P0914,M2123,North America,Android,182,1283,8,3,248
P0032,M0727,North America,iOS,32,1437,7,8,483
P0320,M0939,India,iOS,77,1179,5,7,363
P0715,M2514,India,iOS,20,2531,13,4,391
P0530,M0294,Europe,Android,145,2658,15,4,526
P0814,M2227,Latin America,Android,65,489,4,6,385
P0072,M1338,Europe,PC,82,1246,6,6,402
P0526,M2530,SEA,Android,71,1507,8,10,328
P0452,M1220,Latin America,PC,134,2797,18,8,399
P0787,M2195,Europe,Android,51,686,3,7,379
P0717,M2533,India,Android,39,823,6,13,383
P1194,M1183,Europe,PC,105,1460,10,14,453
P0545,M1170,India,PC,59,1354,9,2,421
P0282,M1157,North America,iOS,76,1345,7,13,269
P0735,M1199,SEA,iOS,36,1751,10,20,585
P0625,M1347,SEA,Android,114,1118,4,3,397
P0821,M0202,SEA,iOS,148,2797,14,8,557
P1115,M0386,India,iOS,117,126,1,0,397
P0608,M1405,India,iOS,129,1701,7,0,558
P0415,M0220,India,PC,59,1377,10,6,410
P0241,M1699,SEA,iOS,105,899,6,15,345
P0031,M0007,North America,PC,96,1652,9,5,391
P1133,M0730,India,PC,62,1841,8,18,513
P0489,M1283,India,iOS,166,2649,16,12,474
P0350,M2484,SEA,iOS,64,1598,9,8,537
P0798,M0525,North America,Android,25,1766,12,5,454
P0603,M2235,North America,Android,59,1442,10,3,366
P1195,M0194,India,PC,94,2304,14,5,394
P0552,M1622,SEA,PC,108,709,3,0,375
P0912,M0373,Europe,iOS,20,1457,8,16,273
P0450,M0625,India,PC,60,1563,9,5,364
P0791,M0079,Latin America,Android,85,326,0,12,434
P0276,M1975,Latin America,PC,94,2671,16,8,396
P0829,M0618,North America,Android,20,1356,9,4,368
P0837,M0685,Latin America,Android,80,1856,12,7,572
P1123,M1061,India,PC,137,1088,4,3,328
P0032,M0810,India,Android,57,1511,10,10,341
P0035,M1063,SEA,iOS,59,3330,21,8,533
P0176,M0001,Europe,Android,68,1320,7,7,453
P0850,M2711,North America,Android,55,1999,10,11,545
P0731,M1741,Europe,iOS,66,762,6,11,475
P0065,M1064,Europe,iOS,59,517,0,2,367
P0547,M1958,North America,Android,78,2123,13,1,515
P0400,M0939,Latin America,Android,82,1896,13,12,465
P0665,M0417,North America,Android,28,371,0,13,367
P0544,M2090,India,PC,119,1898,13,4,358
P0118,M1532,Europe,Android,87,976,7,9,366
P0818,M0665,Europe,PC,78,142,0,7,453
P0540,M2991,India,PC,87,1137,7,3,449
P0402,M1965,India,Android,66,528,1,6,424
P0963,M1967,North America,PC,58,2816,16,11,431
P0721,M0455,SEA,iOS,110,1689,10,12,483
P0921,M0966,SEA,iOS,33,1017,4,8,477
P0264,M1978,Europe,PC,51,1065,5,8,423
P0502,M1369,SEA,iOS,65,852,2,3,411
P0171,M0186,India,Android,20,2972,15,9,472
P0324,M2215,North America,iOS,51,2713,17,4,563
P0528,M1257,India,Android,41,2313,14,0,411
P1076,M1210,SEA,iOS,49,1979,11,6,438
